"","num_respondents","gender_pct","support_opinion_pct","position_pct"
"1",15,"46.67% Women, 53.33% Men","66.67% Yes, 33.33% Maybe","6.67% Post-doc, 6.67% Doctorate, 26.67% Master, 60% Bachelor"
